-9,84,-4
127,127,4
127,127,27
127,123,28
108,59,20
86,28,18
73,-40,21
95,-116,15
100,-121,6
96,-63,-10
92,-43,-16
111,8,-22
127,83,-14
127,127,-3
82,127,-14
49,127,-6
-16,79,11
-51,54,-3
-81,40,-11
-74,42,-2
-63,65,-9
-33,52,-13
-12,74,-6
70,127,-6
124,127,4
127,127,14
121,127,18
74,51,12
73,3,40
76,-19,39
72,-43,34
70,-38,29
60,-69,16
70,-59,14
127,38,9
127,127,-38
127,127,-36
93,127,-26
55,108,-22
-11,71,-26
-67,70,-38
-81,70,-48
-75,88,-40
-54,86,-27
19,103,-17
92,117,0
127,127,35
127,103,28
97,43,26
53,-8,23
46,-34,28
38,-82,28
38,-115,13
71,-94,18
99,-49,-6
127,-27,-16
127,127,-13
127,127,-16
113,127,-27
78,107,-10
17,76,5
-52,53,-13
-74,51,-16
-76,61,-16
-58,73,-15
-25,84,-18
9,100,-22
127,127,20
127,113,28
110,68,16
81,20,14
73,4,18
60,-40,37
50,-82,41
48,-112,34
84,-77,24
97,-51,12
127,0,-10
127,110,0
127,127,-37
127,127,-31
67,110,-9
-7,71,-12
-36,55,-15
-66,50,-1
-70,56,2
-65,69,-13
-41,69,-11
5,78,-2
127,127,11
127,127,28
127,96,25
99,63,20
58,11,18
59,-34,38
59,-60,45
66,-112,28
78,-112,17
92,-71,-6
98,-53,-22
127,46,1
127,127,-22
127,127,-25
72,120,-8
44,105,-5
-32,77,-22
-61,76,-29
-83,94,-27
-59,90,-24
-38,83,-16
40,109,-14
127,127,15
127,127,39
127,90,24
90,31,23
62,2,32
48,-21,34
34,-84,40
37,-113,30
71,-106,10
97,-55,-15
113,-39,-25
127,89,-3
127,127,-17
127,127,-27
96,127,-15
39,98,-6
-22,71,-14
-48,66,-17
-75,77,-9
-75,85,-13
-42,88,-17
-18,87,-14
109,127,-14
127,127,21
127,106,13
95,43,9
84,27,9
65,6,15
52,-20,15
43,-95,12
64,-128,0
76,-104,-2
119,-53,-18
127,-16,-11
127,127,-19
127,127,-28
100,127,-11
46,101,1
11,80,-2
-46,55,-12
-64,53,-9
-80,73,-16
-76,85,-28
-31,82,-28
87,113,-22
127,120,-3
127,82,8
127,62,17
97,23,25
67,10,22
35,-7,38
22,-50,50
13,-82,29
38,-98,14
80,-79,20
127,-38,-16
127,94,-1
127,124,-9
111,101,-13
88,97,-7
31,80,-7
0,71,-12
-51,68,-10
-72,78,-9
-68,79,-15
-41,78,-18
-7,86,-14
127,118,10
127,112,31
127,78,30
95,32,19
83,17,17
65,-14,25
46,-43,25
29,-92,21
29,-104,16
70,-84,13
114,-41,-21
127,-2,-33
127,127,-27
127,127,-37
84,107,-26
52,92,-13
3,63,-11
-57,54,-12
-72,57,-4
-71,75,-7
-60,81,-16
-9,75,-6
55,94,2
127,115,25
127,84,36
127,63,36
80,27,30
58,11,26
37,-25,43
33,-51,47
21,-101,11
48,-90,-11
87,-79,-26
127,-19,-53
127,52,-61
127,123,-57
109,114,-33
83,102,-21
24,72,-11
-4,64,-11
-53,74,-3
-67,83,2
-71,80,-8
-20,71,1
30,86,14
127,113,40
127,104,43
120,64,45
89,45,38
62,9,37
50,-35,53
42,-66,46
23,-125,-12
47,-113,-18
101,-82,-47
107,-65,-66
127,22,-59
127,127,-53
127,122,-45
83,113,-17
53,104,-13
-11,83,-14
-39,80,-13
-64,82,8
-62,84,7
-51,74,2
6,85,14
72,127,22
127,127,15
127,125,14
125,55,25
93,21,9
74,7,3
48,-41,5
47,-77,6
47,-128,-18
69,-83,-19
85,-62,-28
127,-2,-19
127,122,-13
127,127,-34
107,127,-31
53,106,3
-1,67,3
-28,56,1
-66,44,2
-67,54,8
-48,76,2
-35,84,-1
30,99,1
127,127,10
127,118,21
114,61,19
93,39,18
68,9,16
55,-9,17
53,-73,32
52,-114,16
63,-101,3
85,-53,-5
99,-36,-13
127,65,-15
127,127,-25
127,125,-30
70,98,-10
39,83,-9
-17,54,-6
-40,46,-1
-65,50,0
-55,86,-7
-44,91,-13
1,100,-7
47,125,-14
120,127,-21
127,127,4
119,85,0
96,58,0
94,35,1
92,-17,18
92,-48,22
84,-102,4
87,-91,3
99,-56,-16
127,5,-30
127,100,-41
127,127,-53
127,127,-74
49,127,-33
7,104,-14
-63,78,-2
-78,80,32
-80,86,24
-66,100,3
-54,93,-7
29,115,-1
93,127,2
127,127,6
117,89,4
93,62,0
86,5,-4
94,-17,13
70,-64,20
61,-86,19
55,-76,21
50,-36,5
58,-26,-14
127,61,-6
127,127,-33
127,127,-68
103,127,-39
30,114,-6
-55,86,-10
-83,78,-3
-93,75,16
-82,74,17
-51,68,4
-33,78,-9
71,127,-9
127,127,15
127,127,7
102,76,5
86,53,6
56,8,11
54,-68,30
55,-120,19
84,-117,8
95,-87,7
122,-39,-24
127,-4,-22
127,127,-49
120,127,-33
94,127,-21
28,102,-9
-7,81,-10
-69,54,-8
-89,51,-4
-86,82,3
-55,99,-9
-33,93,-10
63,127,-23
127,127,-32
127,127,-49
127,94,-28
122,32,-1
84,-15,9
84,-35,39
79,-63,12
73,-44,56
101,-49,64
105,-57,71
120,-21,52
127,127,-17
127,127,-34
127,127,-52
114,126,-45
50,81,-30
-18,55,-45
-56,69,-64
-121,88,-121
-109,94,-96
-58,83,-16
35,116,13
127,127,121
127,67,88
74,39,55
28,-13,39
9,-28,32
-16,-36,15
-19,-41,11
-14,-38,14
-22,-17,6
-36,-10,13
-19,-8,72
5,-9,69
73,31,79
118,74,94
127,112,68
126,73,49
127,47,55
127,120,34
127,127,-8
88,120,-39
51,82,-46
-4,23,-27
-26,2,-6
-35,3,-6
-30,11,3
-27,5,10
-14,6,72
-3,-4,79
-1,13,64
77,65,82
85,73,68
89,53,56
108,36,60
127,12,71
127,30,54
108,44,38
55,36,4
39,16,-3
23,-3,5
9,-12,6
-9,-21,5
-12,-15,6
-11,-15,8
-6,-7,21
0,-3,30
34,14,63
59,36,89
60,56,87
102,33,106
127,27,104
127,26,95
127,13,69
127,28,30
115,34,-30
58,10,-55
-9,-3,-34
-53,-15,-43
-53,-18,-16
-48,-2,-10
-10,16,5
26,28,43
35,30,56
48,27,82
50,30,90
45,25,108
65,17,127
67,20,127
89,54,127
95,86,104
81,99,19
65,61,-13
57,9,-2
22,-14,-9
-19,-30,-22
-24,-30,-12
-22,-16,12
8,4,28
12,8,32
19,15,45
24,26,57
16,43,47
30,25,76
52,32,100
124,80,127
127,101,127
127,70,120
116,43,84
49,-7,15
-6,-11,-27
-9,-11,-21
-44,-10,-36
-41,-12,-38
-25,-5,-26
-16,-3,-20
2,-1,-16
18,4,-4
36,19,24
88,20,89
127,17,125
127,76,127
127,103,127
109,74,76
127,47,23
127,30,-8
60,-3,-40
20,-16,-43
-30,-23,-29
-43,-20,-27
-37,-21,-20
-15,-12,-6
-8,-6,1
25,0,5
36,20,30
16,34,97
19,18,112
49,64,127
116,64,127
127,59,127
127,47,67
123,47,20
108,22,11
25,20,-8
-21,11,-12
-51,-10,-1
-52,-13,2
-37,-11,0
-36,-5,-3
-15,20,6
40,43,36
63,46,45
96,26,54
126,4,65
127,20,79
127,3,78
120,34,56
127,74,1
127,100,-50
77,45,-49
53,17,-31
-1,-20,-9
-20,-25,1
-50,-24,-4
-33,-15,-9
-22,-15,-6
-9,-18,-15
18,-13,-6
107,54,28
125,67,66
127,49,92
98,26,93
127,12,102
121,-16,45
100,-22,17
127,8,1
127,31,-32
108,16,-22
43,11,-3
5,8,-8
-27,-2,-10
-31,-1,-6
-33,0,-6
-33,1,-35
3,10,-23
56,28,5
80,30,2
92,12,16
86,6,29
75,-21,37
102,-35,19
127,-26,13
127,26,-14
127,61,-31
113,17,-27
82,5,-14
40,-5,6
-3,-7,8
-15,-10,8
-23,-13,3
-22,-10,-2
-18,-5,-11
-14,-5,-13
-15,-10,-28
4,-27,-24
56,-20,-9
127,83,25
127,127,21
127,70,42
127,53,40
97,13,23
69,-4,19
64,3,20
32,15,3
14,16,-5
1,10,-13
-4,-2,5
-8,-9,1
-15,-21,-14
-14,-29,-23
-14,-33,-28
-9,-35,-24
19,-18,-9
65,3,11
127,56,57
127,66,37
127,58,37
101,35,36
77,38,33
62,51,12
84,71,34
67,64,33
3,20,12
-13,-3,7
-16,-20,6
-9,-26,1
-13,-31,-24
19,-36,-16
26,-28,-17
16,-25,-21
19,-10,-12
81,31,23
127,94,33
127,89,45
127,62,39
96,46,29
78,43,19
106,62,30
80,85,34
46,65,16
4,15,3
-4,-14,3
-9,-21,-2
-11,-27,-3
-8,-27,-8
-9,-32,-28
-3,-27,-21
13,-20,-16
101,8,14
127,46,41
127,88,27
127,60,38
96,51,38
87,76,53
82,96,47
78,83,31
61,69,34
9,7,17
-2,-17,15
-13,-29,4
-14,-37,-11
-7,-38,-12
6,-30,-9
13,-23,-12
38,-5,-9
77,19,5
123,65,8
127,31,5
127,21,12
121,5,28
116,24,49
117,73,48
127,80,53
70,49,52
3,11,41
-17,2,28
-27,-6,14
-19,-12,8
-12,-22,-13
-5,-20,-21
13,-16,-28
48,0,-24
82,17,-9
127,39,16
127,35,15
127,-10,35
112,-14,51
127,0,86
122,41,61
104,58,53
50,39,57
25,25,45
-11,-8,7
-19,-13,-9
-10,-13,-10
-2,-14,-17
-1,-16,-21
12,-13,-17
33,-18,-11
98,-20,18
127,-28,32
127,18,21
115,8,25
91,11,18
86,24,56
88,37,69
127,13,64
93,56,77
70,26,71
13,-8,18
-7,-21,2
-2,-21,-14
-2,-23,-26
-6,-26,-35
0,-20,-28
4,-17,-25
28,-8,-8
71,-5,10
127,33,42
127,34,44
127,-2,53
96,-5,62
95,12,59
95,23,56
116,30,58
62,34,43
38,18,41
10,-9,25
-6,-25,12
-6,-26,6
1,-22,-1
8,-18,1
18,-9,-2
22,-6,-6
79,10,7
109,46,-2
112,41,3
92,7,29
86,-5,52
101,-13,73
111,-5,56
123,4,64
91,19,72
55,11,57
10,-14,26
-2,-11,18
0,-13,10
-1,-16,-6
2,-19,-6
18,-8,0
21,-4,0
43,-16,10
86,-2,27
78,-8,28
118,-3,67
120,6,67
87,-2,56
114,-14,58
97,-6,53
101,-5,52
69,-8,34
26,-10,10
20,-2,0
20,14,-6
2,17,-10
-3,14,-8
4,4,-7
21,-5,19
51,-15,76
71,-29,83
108,-53,69
115,-54,70
118,-55,85
118,-60,86
72,-55,45
74,-24,10
78,-13,-1
72,-12,-1
53,-10,3
23,-5,7
10,-2,6
8,0,3
-4,4,4
-8,2,5
-5,6,23
-3,12,37
7,-3,43
53,-48,56
102,-79,67
114,-102,74
101,-108,68
95,-82,15
55,-69,4
69,-59,26
51,-30,14
40,-11,27
61,-7,5
26,-3,-9
30,-27,-53
51,-27,-13
10,-6,-26
-20,-5,-4
-5,8,30
-13,-2,19
1,-19,16
8,-88,31
25,-96,22
63,-128,48
61,-102,34
47,-113,25
52,-97,26
52,-98,9
32,-86,-1
27,-70,-1
5,-37,-8
5,-3,1
5,-3,-4
3,-4,-14
9,-3,-9
9,-1,3
4,-5,13
11,-26,31
28,-71,46
33,-83,62
41,-88,76
49,-94,70
38,-93,43
49,-100,37
57,-90,21
42,-68,6
32,-46,2
0,5,-9
-12,18,-13
-25,29,-9
-26,27,-27
-7,19,-37
24,22,-30
35,24,-22
66,8,-21
81,-11,-8
126,-76,6
127,-58,4
127,-39,-6
127,48,11
127,85,-4
127,63,-61
117,40,-48
77,-6,-45
30,-29,-15
9,-40,-5
-12,-27,4
-19,-21,-3
12,-22,-67
40,-8,-40
11,5,-7
23,21,6
41,32,18
86,47,54
110,49,69
127,58,49
127,47,38
127,18,9
112,-44,-42
106,-51,-67
68,-34,-79
56,-26,-58
11,-7,-32
-10,-8,-6
-14,-18,-3
-12,-10,-1
-18,-4,3
7,14,6
12,18,6
42,42,9
55,16,12
94,-15,25
127,-45,51
127,-45,44
127,-19,49
127,-12,48
98,-36,-8
61,-23,-51
51,-21,-48
34,-15,-27
17,-11,-24
-12,-3,-17
-17,-5,-16
-16,-5,-12
-12,-3,-8
-3,0,-4
29,10,12
51,13,19
94,-24,50
127,-53,53
127,-28,64
127,0,66
127,2,36
124,-13,-36
98,8,-65
82,-18,-45
20,-21,-17
-4,-18,-8
-24,-17,2
-27,-14,4
-17,-7,4
-10,-2,4
10,11,5
26,19,8
58,29,31
76,13,53
90,-9,54
121,-49,66
121,-52,60
127,-92,21
127,-49,-16
127,-22,-40
111,21,-28
87,7,-22
39,10,-6
22,10,3
0,8,18
-23,3,14
-26,-1,10
-25,-4,7
-19,-2,5
-13,-10,-4
-12,-22,-14
7,-46,-25
121,-36,-31
127,-7,-42
127,36,-67
127,28,-52
127,72,-26
127,71,-17
32,63,8
-90,73,63
-114,95,98
-121,121,64
-93,124,63
-12,127,61
35,127,54
114,127,57
127,127,30
127,127,17
118,127,-68
114,127,-61
70,67,-80
73,36,-72
127,-34,15
127,-128,52
127,-125,94
127,-23,56
127,127,-11
127,127,-47
127,127,-100
127,127,-123
38,127,-82
-7,127,-67
-126,108,-44
-128,81,-48
-99,91,33
-23,73,74
-8,59,71
27,71,53
59,89,55
95,103,28
98,127,-10
125,127,-39
111,98,-12
86,67,0
55,8,44
53,-38,61
87,-94,116
127,-97,127
127,-58,67
127,10,-10
127,65,-49
127,127,-93
127,127,-106
73,127,-76
25,127,-56
-80,118,-39
-121,110,-1
-85,101,57
-32,64,66
-11,53,66
10,59,50
67,88,52
97,127,34
111,127,-20
119,127,-27
105,104,-22
107,68,25
76,7,36
62,-46,37
92,-60,38
127,-93,13
127,-84,2
127,-25,-14
127,23,-27
127,127,-39
127,127,-39
112,127,-43
45,127,-5
-2,127,17
-128,96,16
-128,78,26
-128,114,46
-49,118,35
-31,114,10
18,108,21
40,101,22
72,127,-18
78,127,-39
117,127,-42
118,116,25
117,86,12
69,25,46
73,-9,50
90,-65,70
103,-76,75
127,-66,53
127,-1,13
127,36,-8
127,127,-30
127,127,-40
46,127,-70
-37,127,-57
-75,118,-45
-103,55,9
-106,43,31
-94,49,25
-73,62,27
-58,39,13
-50,39,13
-24,71,10
48,127,-13
74,127,-32
97,127,-30
93,127,-17
70,62,12
70,4,50
76,-44,57
89,-79,112
107,-89,100
105,-50,47
107,-19,21
125,75,-14
127,127,-109
61,127,-128
34,127,-48
-19,127,-56
-128,64,-52
-128,26,-20
-128,36,36
-60,51,23
-33,49,28
-13,65,29
-9,73,26
0,124,-11
-1,127,-68
73,127,-68
90,127,-1
64,103,13
48,31,51
72,-20,94
122,-83,127
127,-69,127
127,-44,58
127,29,10
127,84,-13
127,127,-54
116,127,-128
71,127,-86
62,127,19
-7,114,45
-128,85,51
-128,68,86
-128,127,77
-63,125,55
-9,107,-10
40,80,-23
48,80,-36
52,127,-92
62,127,-100
100,127,-52
108,127,-24
114,102,53
65,17,84
79,-20,126
121,-26,127
127,-31,127
127,-5,68
127,21,38
127,125,-32
127,127,-91
127,127,-103
75,127,-123
41,127,-92
-54,115,-37
-120,93,-37
-128,63,21
-112,56,30
-101,51,12
-52,56,1
-26,63,14
30,85,46
41,127,23
45,127,-24
80,127,-21
87,127,-3
81,107,56
84,74,80
66,-28,90
106,-18,120
127,-49,110
127,-49,21
127,-24,-6
127,10,-84
127,53,-112
127,127,-128
127,127,-128
79,127,-105
28,127,-54
-12,127,-37
-80,127,-18
-108,116,-21
-89,79,2
-58,41,-2
-48,28,-6
-19,17,-6
-9,3,-15
75,16,0
102,56,11
127,87,25
90,93,38
78,82,37
43,38,41
38,3,51
68,-77,44
88,-75,34
127,-20,29
127,35,8
127,92,14
127,127,-22
127,127,-5
126,127,33
102,127,56
37,103,64
-13,66,17
-9,68,6
-5,72,-26
-6,69,-36
-3,54,-43
3,29,-55
-5,-40,-52
-29,-58,-19
-24,-58,7
-30,-14,85
-27,8,91
-60,12,90
-1,6,86
20,10,75
21,22,40
22,21,32
-12,-16,7
-51,-47,-27
-73,-53,-53
-76,-9,-67
-65,47,-62
-14,127,-50
6,127,-26
-6,127,-52
20,127,-45
70,127,-5
74,65,-25
83,76,0
120,127,8
127,127,-21
127,127,-24
127,127,-25
127,110,-2
96,47,-2
97,26,30
84,-26,33
73,-24,32
96,-31,75
90,-28,54
80,18,-8
127,76,-27
127,127,-44
127,127,-67
127,127,-74
28,111,-38
-6,86,-14
-109,71,-17
-128,42,-40
-113,48,-14
-44,42,11
-32,33,-5
-8,34,-5
102,120,18
127,127,6
127,127,20
127,119,35
120,68,51
68,33,47
40,-55,58
81,-92,73
110,-91,74
86,-69,25
80,-49,2
123,5,-21
127,111,-7
127,127,-58
73,127,-63
49,127,-22
-3,86,15
-66,71,1
-128,17,-21
-128,0,12
-52,35,51
-33,20,8
-24,30,7
38,77,17
119,127,19
127,127,32
127,127,35
122,75,21
52,11,44
43,-28,54
51,-117,51
84,-120,71
117,-73,72
114,-50,33
116,-2,-34
127,127,-26
127,127,-51
127,127,-50
86,127,-41
33,111,45
-2,95,83
-104,65,112
-34,69,127
15,63,111
46,45,48
42,43,10
59,50,-50
52,69,-85
33,69,-115
19,79,-101
18,78,-97
40,67,-85
46,57,-72
54,15,-112
90,-49,-95
115,-96,-94
113,-83,-85
94,-43,-86
72,63,-123
86,127,-128
95,127,-104
61,127,-62
44,127,-35
-8,87,43
-32,54,73
-83,27,96
-76,19,79
-24,36,68
-6,41,13
10,43,-5
50,68,-36
71,101,-58
127,106,-122
127,111,-124
114,73,-59
62,27,-41
56,-1,-44
87,-85,-24
92,-105,-24
105,-97,17
95,-84,12
102,-22,-51
127,127,-83
127,127,-93
100,127,-77
46,127,-50
-40,82,-10
-122,31,-19
-128,5,-30
-76,9,-5
-43,6,6
-16,5,0
-8,15,-3
13,67,-5
49,127,-26
127,127,2
127,127,12
127,110,6
64,22,45
61,-18,63
66,-80,75
74,-51,99
78,-45,81
76,-22,21
95,7,12
127,127,-27
127,127,-113
106,127,-128
6,106,-28
-68,67,-6
-128,28,0
-123,19,16
-48,35,37
-15,22,38
-20,24,8
8,44,6
24,83,-2
127,127,-38
127,127,-28
127,127,-5
100,109,-4
61,31,23
63,-46,59
84,-60,70
106,-75,80
112,-65,76
100,-16,7
90,11,-17
127,127,-39
118,127,-128
71,127,-123
11,127,-32
-47,79,-26
-128,38,7
-128,-14,10
-80,22,36
-10,19,29
-19,22,7
18,55,8
52,95,0
127,127,-24
127,127,7
127,127,10
100,89,22
61,52,25
59,-16,69
68,-41,77
